artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-14,rarity,text,toughness,type,,
Svetlin Velinov,4,,{3}{G},"Goreclaw, Terror of Qal Sisma",4,2.25,rare,"Creature spells you cast with power 4 or greater cost {2} less to cast.
Whenever Goreclaw, Terror of Qal Sisma attacks, each creature you control with power 4 or greater gets +1/+1 and gains trample until end of turn.",3,Legendary Creature — Bear,,
Svetlin Velinov,4,7,,"Nicol Bolas, the Arisen",,20.66,mythic,"[+2]: Draw two cards.
[−3]: Nicol Bolas, the Arisen deals 10 damage to target creature or planeswalker.
[−4]: Put target creature or planeswalker card from a graveyard onto the battlefield under your control.
[−12]: Exile all but the bottom card of target player's library.",,Legendary Planeswalker — Bolas,,
Svetlin Velinov,4,,{1}{U}{B}{R},"Nicol Bolas, the Ravager",4,20.66,mythic,"Flying
When Nicol Bolas, the Ravager enters the battlefield, each opponent discards a card.
{4}{U}{B}{R}: Exile Nicol Bolas, the Ravager, then return him to the battlefield transformed under his owner's control. Activate this ability only any time you could cast a sorcery.",4,Legendary Creature — Elder Dragon,,
Svetlin Velinov,6,,{3}{R}{G}{W},"Palladia-Mors, the Ruiner",6,0.99,mythic,"Flying, vigilance, trample
Palladia-Mors, the Ruiner has hexproof if it hasn't dealt damage yet.",6,Legendary Creature — Elder Dragon,,
Svetlin Velinov,6,,{4}{G}{G},Prodigious Growth,,0.34,rare,"Enchant creature
Enchanted creature gets +7/+7 and has trample.",,Enchantment — Aura,,
Svetlin Velinov,5,,{3}{R}{G},Domri's Nodorog,5,0.5,rare,"Trample
When Domri's Nodorog enters the battlefield, you may search your library and/or graveyard for a card named Domri, City Smasher, reveal it, and put it into your hand. If you search your library this way, shuffle it.",2,Creature — Beast,,
Svetlin Velinov,3,,{2}{R},Goblin Gathering,,0.15,common,Create a number of 1/1 red Goblin creature tokens equal to two plus the number of cards named Goblin Gathering in your graveyard.,,Sorcery,,
Svetlin Velinov,2,,{1}{R},Immolation Shaman,1,0.39,rare,"Whenever an opponent activates an ability of an artifact, creature, or land that isn't a mana ability, Immolation Shaman deals 1 damage to that player.
{3}{R}{R}: Immolation Shaman gets +3/+3 and gains menace until end of turn.",3,Creature — Viashino Shaman,,
Svetlin Velinov,6,,{3}{R}{G}{G},Ravager Wurm,4,0.94,mythic,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
When Ravager Wurm enters the battlefield, choose up to one —
• Ravager Wurm fights target creature you don't control.
• Destroy target land with an activated ability that isn't a mana ability.",5,Creature — Wurm,,
Svetlin Velinov,5,,{3}{R}{R},Skarrgan Hellkite,4,3.53,mythic,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Flying
{3}{R}: Skarrgan Hellkite deals 2 damage divided as you choose among one or two targets. Activate this ability only if Skarrgan Hellkite has a +1/+1 counter on it.",4,Creature — Dragon,,
Svetlin Velinov,3,,{2}{G},Steeple Creeper,4,0.14,common,{3}{U}: Steeple Creeper gains flying until end of turn.,2,Creature — Frog Snake,,
Svetlin Velinov,2,,{1}{G},Titanic Brawl,,0.15,common,"This spell costs {1} less to cast if it targets a creature you control with a +1/+1 counter on it.
Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)",,Instant,,
Svetlin Velinov,4,,,Gold-Forge Garrison,"(Transforms from Golden Guardian.)
{T}: Add two mana of any one color to your mana pool.
{4}, {T}: Create a 4/4 colorless Golem artifact creature token.",Land,,0.5,rare,"(Transforms from Golden Guardian.)
{T}: Add two mana of any one color.
{4}, {T}: Create a 4/4 colorless Golem artifact creature token.",,Land
Svetlin Velinov,4,,{4},Golden Guardian,"Defender
{2}: Golden Guardian fights another target creature you control. When Golden Guardian dies this turn, return it to the battlefield transformed under your control.",Artifact Creature — Golem,4,0.5,rare,"Defender
{2}: Golden Guardian fights another target creature you control. When Golden Guardian dies this turn, return it to the battlefield transformed under your control.",4,Artifact Creature — Golem
Svetlin Velinov,4,,{2}{B}{B},Mastermind's Acquisition,"Choose one —
• Search your library for a card, put it into your hand, then shuffle your library.
• Choose a card you own from outside the game and put it into your hand.",Sorcery,,2.06,rare,"Choose one —
• Search your library for a card, put it into your hand, then shuffle your library.
• Choose a card you own from outside the game and put it into your hand.",,Sorcery
Tianhua X,3,,{2}{G},District Guide,2,0.25,uncommon,"When District Guide enters the battlefield, you may search your library for a basic land card or Gate card, reveal it, put it into your hand, then shuffle your library.",2,Creature — Elf Scout,,
Tianhua X,2,,{1}{U},Wall of Mist,0,0.15,common,Defender,5,Creature — Wall,,
Tianhua X,2,,{1}{B},Dinosaur Hunter,"Whenever Dinosaur Hunter deals damage to a Dinosaur, destroy that creature.",Creature — Human Pirate,2,0.15,common,"Whenever Dinosaur Hunter deals damage to a Dinosaur, destroy that creature.",2,Creature — Human Pirate
Titus Lunter,1,,{G},Adventurous Impulse,,0.21,common,Look at the top three cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,,Sorcery,,
Titus Lunter,2,,{1}{G},Ancient Animus,,0.15,common,Put a +1/+1 counter on target creature you control if it's legendary. Then it fights target creature an opponent controls. (Each deals damage equal to its power to the other.),,Instant,,
Titus Lunter,0,,,Forest,,0.15,common,({T}: Add {G}.),,Basic Land — Forest,,
Titus Lunter,4,,{4},Icy Manipulator,,0.25,uncommon,"{1}, {T}: Tap target artifact, creature, or land.",,Artifact,,
Titus Lunter,0,,,Island,,0.15,common,({T}: Add {U}.),,Basic Land — Island,,
Titus Lunter,0,,,Mountain,,0.15,common,({T}: Add {R}.),,Basic Land — Mountain,,
Titus Lunter,0,,,Plains,,0.16,common,({T}: Add {W}.),,Basic Land — Plains,,
Titus Lunter,0,,,Swamp,,0.15,common,({T}: Add {B}.),,Basic Land — Swamp,,
Titus Lunter,5,,{5},Teferi's Sentinel,2,0.25,uncommon,"As long as you control a Teferi planeswalker, Teferi's Sentinel gets +4/+0.",6,Artifact Creature — Golem,,
Titus Lunter,3,,{1}{U}{R},Beacon Bolt,,0.24,uncommon,"Beacon Bolt deals damage to target creature equal to the total number of instant and sorcery cards you own in exile and in your graveyard.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",,Sorcery,,
Titus Lunter,0,,,Boros Guildgate,,0.15,common,"Boros Guildgate enters the battlefield tapped.
{T}: Add {R} or {W}.",,Land — Gate,,
Titus Lunter,0,,,Boros Guildgate,,0.15,common,"Boros Guildgate enters the battlefield tapped.
{T}: Add {R} or {W}.",,Land — Gate,,
Titus Lunter,4,,{3}{R},Cosmotronic Wave,,0.15,common,Cosmotronic Wave deals 1 damage to each creature your opponents control. Creatures your opponents control can't block this turn.,,Sorcery,,
Titus Lunter,9,,{7}{B}{G},Molderhulk,6,0.24,uncommon,"Undergrowth — This spell costs {1} less to cast for each creature card in your graveyard.
When Molderhulk enters the battlefield, return target land card from your graveyard to the battlefield.",6,Creature — Fungus Zombie,,
Titus Lunter,4,,{3}{U},Muse Drake,1,0.15,common,"Flying
When Muse Drake enters the battlefield, draw a card.",3,Creature — Drake,,
Titus Lunter,3,,{2}{W},Roc Charger,1,0.2,uncommon,"Flying
Whenever Roc Charger attacks, target attacking creature without flying gains flying until end of turn.",3,Creature — Bird,,
Titus Lunter,0,,,Temple Garden,,7.25,rare,"({T}: Add {G} or {W}.)
As Temple Garden enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",,Land — Forest Plains,,
Titus Lunter,5,,{5},Dusk Legion Dreadnought,4,0.24,uncommon,"Vigilance
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",6,Artifact — Vehicle,,
Titus Lunter,3,,{3},Fell Flagship,3,0.39,rare,"Pirates you control get +1/+0.
Whenever Fell Flagship deals combat damage to a player, that player discards a card.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",3,Artifact — Vehicle,,
Titus Lunter,0,,,Forest,,0.15,common,({T}: Add {G}.),,Basic Land — Forest,,
Titus Lunter,0,,,Island,,0.15,common,({T}: Add {U}.),,Basic Land — Island,,
Titus Lunter,0,,,Mountain,,0.16,common,({T}: Add {R}.),,Basic Land — Mountain,,
Titus Lunter,0,,,Plains,,0.16,common,({T}: Add {W}.),,Basic Land — Plains,,
Titus Lunter,0,,,Swamp,,0.17,common,({T}: Add {B}.),,Basic Land — Swamp,,
Titus Lunter,0,,,Cinder Barrens,,0.2,common,"Cinder Barrens enters the battlefield tapped.
{T}: Add {B} or {R}.",,Land,,
Titus Lunter,0,,,Azorius Guildgate,,0.15,common,"Azorius Guildgate enters the battlefield tapped.
{T}: Add {W} or {U}.",,Land — Gate,,
Titus Lunter,0,,,Azorius Guildgate,,0.15,common,"Azorius Guildgate enters the battlefield tapped.
{T}: Add {W} or {U}.",,Land — Gate,,
Titus Lunter,0,,,Plains,,0.19,common,({T}: Add {W}.),,Basic Land — Plains,,
Titus Lunter,1,,{1},Screaming Shield,,0.23,uncommon,"Equipped creature gets +0/+3 and has ""{2}, {T}: Target player puts the top three cards of their library into their graveyard.""
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact — Equipment,,
Titus Lunter,4,,{2}{U}{U},Sphinx of Foresight,4,0.5,rare,"You may reveal this card from your opening hand. If you do, scry 3 at the beginning of your first upkeep.
Flying
At the beginning of your upkeep, scry 1.",4,Creature — Sphinx,,
Titus Lunter,0,,,Arch of Orazca,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
{T}: Add {C} to your mana pool.
{5}, {T}: Draw a card. Activate this ability only if you have the city's blessing.",Land,,1.25,rare,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
{T}: Add {C}.
{5}, {T}: Draw a card. Activate this ability only if you have the city's blessing.",,Land
Titus Lunter,3,,,Winged Temple of Orazca,"(Transforms from Hadana's Climb.)
{T}: Add one mana of any color to your mana pool.
{1}{G}{U}, {T}: Target creature you control gains flying and gets +X/+X until end of turn, where X is its power.",Legendary Land,,2.45,rare,"(Transforms from Hadana's Climb.)
{T}: Add one mana of any color.
{1}{G}{U}, {T}: Target creature you control gains flying and gets +X/+X until end of turn, where X is its power.",,Legendary Land
Titus Lunter,3,,{1}{G}{U},Hadana's Climb,"At the beginning of combat on your turn, put a +1/+1 counter on target creature you control. Then if that creature has three or more +1/+1 counters on it, transform Hadana's Climb.",Legendary Enchantment,,2.45,rare,"At the beginning of combat on your turn, put a +1/+1 counter on target creature you control. Then if that creature has three or more +1/+1 counters on it, transform Hadana's Climb.",,Legendary Enchantment
Titus Lunter,4,,{3}{U},Spire Winder,"Flying
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Spire Winder gets +1/+1 as long as you have the city's blessing.",Creature — Snake,2,0.15,common,"Flying
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Spire Winder gets +1/+1 as long as you have the city's blessing.",3,Creature — Snake
Todd Lockwood,4,,{3}{U},Snapping Drake,3,0.15,common,Flying (This creature can't be blocked except by creatures with flying or reach.),2,Creature — Drake,,
Tomasz Jedruszek,4,,{3}{R},Rampaging Cyclops,4,0.15,common,Rampaging Cyclops gets -2/-0 as long as two or more creatures are blocking it.,4,Creature — Cyclops,,
Tomasz Jedruszek,4,,{3}{R},Skizzik,5,0.23,uncommon,"Kicker {R} (You may pay an additional {R} as you cast this spell.)
Trample, haste
At the beginning of the end step, if Skizzik wasn't kicked, sacrifice it.",3,Creature — Elemental,,
Tomasz Jedruszek,4,,{G}{G}{W}{W},Conclave Cavalier,4,0.21,uncommon,"Vigilance
When Conclave Cavalier dies, create two 2/2 green and white Elf Knight creature tokens with vigilance.",4,Creature — Centaur Knight,,
Tomasz Jedruszek,8,,{4}{B}{G},Finality,,0.57,rare,You may put two +1/+1 counters on a creature you control. Then all creatures get -4/-4 until end of turn.,,Sorcery,,
Tomasz Jedruszek,8,,{B/G}{B/G},Find,,0.57,rare,Return up to two target creature cards from your graveyard to your hand.,,Sorcery,,
Tomasz Jedruszek,4,,{3}{R},Rubblebelt Boar,3,0.15,common,"When Rubblebelt Boar enters the battlefield, target creature gets +2/+0 until end of turn.",3,Creature — Boar,,
Tomasz Jedruszek,5,,{4}{R},Street Riot,,0.2,uncommon,"As long as it's your turn, creatures you control get +1/+0 and have trample.",,Enchantment,,
Tomasz Jedruszek,4,,{3}{B},Undercity Necrolisk,3,0.2,uncommon,"{1}, Sacrifice another creature: Put a +1/+1 counter on Undercity Necrolisk. It gains menace until end of turn. Activate this ability only any time you could cast a sorcery. (It can't be blocked except by two or more creatures.)",3,Creature — Zombie Lizard,,
Tomasz Jedruszek,5,,{3}{U}{U},Air Elemental,4,0.22,uncommon,Flying,4,Creature — Elemental,,
Tomasz Jedruszek,3,,{2}{G},Crushing Canopy,,0.15,common,"Choose one —
• Destroy target creature with flying.
• Destroy target enchantment.",,Instant,,
Tomasz Jedruszek,7,,{5}{U}{U},Fleet Swallower,6,0.47,rare,"Whenever Fleet Swallower attacks, target player puts the top half of their library, rounded up, into their graveyard.",6,Creature — Fish,,
Tomasz Jedruszek,3,,{2}{B},Skymarch Bloodletter,2,0.16,common,"Flying
When Skymarch Bloodletter enters the battlefield, target opponent loses 1 life and you gain 1 life.",2,Creature — Vampire Soldier,,
Tomasz Jedruszek,7,,{5}{G}{G},Thundering Spineback,5,0.25,uncommon,"Other Dinosaurs you control get +1/+1.
{5}{G}: Create a 3/3 green Dinosaur creature token with trample.",5,Creature — Dinosaur,,
Tomasz Jedruszek,2,,{1}{B},Abnormal Endurance,,0.15,common,"Until end of turn, target creature gets +2/+0 and gains ""When this creature dies, return it to the battlefield tapped under its owner's control.""",,Instant,,
Tomasz Jedruszek,5,,{3}{U}{U},Air Elemental,4,0.44,uncommon,Flying,4,Creature — Elemental,,
Tomasz Jedruszek,3,,{2}{B},Skymarch Bloodletter,2,0.15,common,"Flying
When Skymarch Bloodletter enters the battlefield, target opponent loses 1 life and you gain 1 life.",2,Creature — Vampire Soldier,,
Tomasz Jedruszek,6,,{4}{G}{G},Biogenic Upgrade,,0.24,uncommon,"Distribute three +1/+1 counters among one, two, or three target creatures, then double the number of +1/+1 counters on each of those creatures.",,Sorcery,,
Tomasz Jedruszek,3,,{2}{R},Clamor Shaman,1,0.2,uncommon,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Whenever Clamor Shaman attacks, target creature an opponent controls can't block this turn.",1,Creature — Goblin Shaman,,
Tomasz Jedruszek,2,,{R}{G},Clan Guildmage,2,0.23,uncommon,"{1}{R}, {T}: Target creature can't block this turn.
{2}{G}, {T}: Target land you control becomes a 4/4 Elemental creature with haste until end of turn. It's still a land.",2,Creature — Human Shaman,,
Tomasz Jedruszek,2,,{1}{B},Plague Wight,2,0.14,common,"Whenever Plague Wight becomes blocked, each creature blocking it gets -1/-1 until end of turn.",1,Creature — Zombie,,
Tomasz Jedruszek,3,,{1}{R}{G},Rhythm of the Wild,,1.16,uncommon,"Creature spells you control can't be countered.
Nontoken creatures you control have riot. (They enter the battlefield with your choice of a +1/+1 counter or haste.)",,Enchantment,,
Tomasz Jedruszek,3,,{2}{B},Spire Mangler,2,0.23,uncommon,"Flash
Flying
When Spire Mangler enters the battlefield, target creature with flying you control gets +2/+0 until end of turn.",1,Creature — Insect,,
Tomasz Jedruszek,4,,{3}{B},Undercity Scavenger,3,0.15,common,"When Undercity Scavenger enters the battlefield, you may sacrifice another creature. If you do, put two +1/+1 counters on Undercity Scavenger, then scry 2.",3,Creature — Ogre Warrior,,
Tomasz Jedruszek,2,,{1}{W},Pride of Conquerors,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Creatures you control get +1/+1 until end of turn. If you have the city's blessing, those creatures get +2/+2 until end of turn instead.",Instant,,0.25,uncommon,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Creatures you control get +1/+1 until end of turn. If you have the city's blessing, those creatures get +2/+2 until end of turn instead.",,Instant
Tomasz Jedruszek,4,,{3}{U},Siren Reaver,"Raid — Siren Reaver costs {1} less to cast if you attacked with a creature this turn.
Flying",Creature — Siren Pirate,3,0.25,uncommon,"Raid — This spell costs {1} less to cast if you attacked with a creature this turn.
Flying",2,Creature — Siren Pirate
Tomasz Jedruszek,6,,{4}{G}{G},Strength of the Pack,Put two +1/+1 counters on each creature you control.,Sorcery,,0.25,uncommon,Put two +1/+1 counters on each creature you control.,,Sorcery
Tommy Arnold,3,,{1}{U}{B},"Rona, Disciple of Gix",2,0.25,uncommon,"When Rona, Disciple of Gix enters the battlefield, you may exile target historic card from your graveyard. (Artifacts, legendaries, and Sagas are historic.)
You may cast nonland cards exiled with Rona.
{4}, {T}: Exile the top card of your library.",2,Legendary Creature — Human Artificer,,
Tommy Arnold,1,,{X}{U},Syncopate,,0.19,common,"Counter target spell unless its controller pays {X}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",,Instant,,
Tommy Arnold,5,,{3}{W}{W},Bishop of Rebirth,3,0.42,rare,"Vigilance
Whenever Bishop of Rebirth attacks, you may return target creature card with converted mana cost 3 or less from your graveyard to the battlefield.",4,Creature — Vampire Cleric,,
Tommy Arnold,5,,{3}{W}{W},Herald of Faith,4,0.24,uncommon,"Flying
Whenever Herald of Faith attacks, you gain 2 life.",3,Creature — Angel,,
Tommy Arnold,4,,{3}{U},Scholar of Stars,3,0.15,common,"When Scholar of Stars enters the battlefield, if you control an artifact, draw a card.",2,Creature — Human Artificer,,
Tommy Arnold,2,,{1}{W},Famished Paladin,"Famished Paladin doesn't untap during your untap step.
Whenever you gain life, untap Famished Paladin.",Creature — Vampire Knight,3,0.25,uncommon,"Famished Paladin doesn't untap during your untap step.
Whenever you gain life, untap Famished Paladin.",3,Creature — Vampire Knight
Tony Foti,2,,{1}{B},Doomed Dissenter,1,0.15,common,"When Doomed Dissenter dies, create a 2/2 black Zombie creature token.",1,Creature — Human,,
Tyler Jacobson,2,,{1}{W},Board the Weatherlight,,0.25,uncommon,"Look at the top five cards of your library. You may reveal a historic card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (Artifacts, legendaries, and Sagas are historic.)",,Sorcery,,
Tyler Jacobson,4,,{3}{B},Dark Bargain,,0.15,common,Look at the top three cards of your library. Put two of them into your hand and the other into your graveyard. Dark Bargain deals 2 damage to you.,,Instant,,
Tyler Jacobson,6,,{4}{B}{B},Demonlord Belzenlok,6,0.99,mythic,"Flying, trample
When Demonlord Belzenlok enters the battlefield, exile cards from the top of your library until you exile a nonland card, then put that card into your hand. If the card's converted mana cost is 4 or greater, repeat this process. Demonlord Belzenlok deals 1 damage to you for each card put into your hand this way.",6,Legendary Creature — Elder Demon,,
Tyler Jacobson,4,,{2}{B}{B},"Josu Vess, Lich Knight",4,0.48,rare,"Kicker {5}{B} (You may pay an additional {5}{B} as you cast this spell.)
Menace
When Josu Vess, Lich Knight enters the battlefield, if it was kicked, create eight 2/2 black Zombie Knight creature tokens with menace.",5,Legendary Creature — Zombie Knight,,
Tyler Jacobson,1,,{U},Opt,,0.25,common,"Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
Draw a card.",,Instant,,
Tyler Jacobson,3,,{2}{G},Deathgorge Scavenger,3,0.84,rare,"Whenever Deathgorge Scavenger enters the battlefield or attacks, you may exile target card from a graveyard. If a creature card is exiled this way, you gain 2 life. If a noncreature card is exiled this way, Deathgorge Scavenger gets +1/+1 until end of turn.",2,Creature — Dinosaur,,
Tyler Jacobson,5,3,{3}{R}{W},"Huatli, Warrior Poet",,2.49,mythic,"[+2]: You gain life equal to the greatest power among creatures you control.
[0]: Create a 3/3 green Dinosaur creature token with trample.
−X: Huatli, Warrior Poet deals X damage divided as you choose among any number of target creatures. Creatures dealt damage this way can't block this turn.",,Legendary Planeswalker — Huatli,,
Tyler Jacobson,8,,{5}{W}{W}{W},Wakening Sun's Avatar,7,1.49,mythic,"When Wakening Sun's Avatar enters the battlefield, if you cast it from your hand, destroy all non-Dinosaur creatures.",7,Creature — Dinosaur Avatar,,
Tyler Jacobson,2,,{1}{U},Anticipate,,0.15,common,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,,Instant,,
Tyler Jacobson,4,,{3}{B},Liliana's Spoils,,0.54,rare,"Target opponent discards a card.
Look at the top five cards of your library. You may reveal a black card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",,Sorcery,,
Tyler Jacobson,3,,{1}{B}{B},Murder,,0.21,uncommon,Destroy target creature.,,Instant,,
Tyler Jacobson,3,,{1}{G}{U},"Kumena, Tyrant of Orazca","Tap another untapped Merfolk you control: Kumena, Tyrant of Orazca can't be blocked this turn.
Tap three untapped Merfolk you control: Draw a card.
Tap five untapped Merfolk you control: Put a +1/+1 counter on each Merfolk you control.",Legendary Creature — Merfolk Shaman,2,5.78,mythic,"Tap another untapped Merfolk you control: Kumena, Tyrant of Orazca can't be blocked this turn.
Tap three untapped Merfolk you control: Draw a card.
Tap five untapped Merfolk you control: Put a +1/+1 counter on each Merfolk you control.",4,Legendary Creature — Merfolk Shaman
Tyler Walpole,2,,{1}{U},Vodalian Arcanist,1,0.15,common,{T}: Add {C}. Spend this mana only to cast an instant or sorcery spell.,3,Creature — Merfolk Wizard,,
Tyler Walpole,2,,{1}{B},Burglar Rat,1,0.16,common,"When Burglar Rat enters the battlefield, each opponent discards a card.",1,Creature — Rat,,
Tyler Walpole,4,,{4},Rampaging Monument,0,0.2,uncommon,"Trample
Rampaging Monument enters the battlefield with three +1/+1 counters on it.
Whenever you cast a multicolored spell, put a +1/+1 counter on Rampaging Monument.",0,Artifact Creature — Cleric,,
Tyler Walpole,3,,{1}{U}{R},Sonic Assault,,0.15,common,"Tap target creature. Sonic Assault deals 2 damage to that creature's controller.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",,Instant,,
Tyler Walpole,3,,{2}{R},Wojek Bodyguard,3,0.15,common,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
Wojek Bodyguard can't attack or block alone.",3,Creature — Human Soldier,,
Tyler Walpole,3,,{2}{B},Undercity's Embrace,,0.15,common,"Target opponent sacrifices a creature. If you control a creature with power 4 or greater, you gain 4 life.",,Instant,,
Tyler Walpole,4,,{3}{G},Wilderness Reclamation,,1.63,uncommon,"At the beginning of your end step, untap all lands you control.",,Enchantment,,
Uriah Voth,2,,{1}{U},Nightveil Sprite,1,0.25,uncommon,"Flying
Whenever Nightveil Sprite attacks, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",2,Creature — Faerie Rogue,,
Uriah Voth,2,,{1}{G},Talons of Wildwood,,0.15,common,"Enchant creature
Enchanted creature gets +1/+1 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)
{2}{G}: Return Talons of Wildwood from your graveyard to your hand.",,Enchantment — Aura,,
Uriah Voth,2,,{1}{G},Thorn Lieutenant,2,1.03,rare,"Whenever Thorn Lieutenant becomes the target of a spell or ability an opponent controls, create a 1/1 green Elf Warrior creature token.
{5}{G}: Thorn Lieutenant gets +4/+4 until end of turn.",3,Creature — Elf Warrior,,
Uriah Voth,5,,{3}{G}{G},Vigilant Baloth,5,0.23,uncommon,Vigilance (Attacking doesn't cause this creature to tap.),5,Creature — Beast,,
Uriah Voth,1,,{W},Twilight Panther,1,0.15,common,{B}: Twilight Panther gains deathtouch until end of turn.,2,Creature — Cat Spirit,,
Vance Kovacs,3,,{2}{G},Centaur Courser,3,0.15,common,,3,Creature — Centaur Warrior,,
Victor Adame Minguez,2,,{1}{W},Serra Disciple,1,0.15,common,"Flying, first strike
Whenever you cast a historic spell, Serra Disciple gets +1/+1 until end of turn. (Artifacts, legendaries, and Sagas are historic.)",1,Creature — Bird Cleric,,
Victor Adame Minguez,4,,{3}{W},"Shalai, Voice of Plenty",3,3.3,rare,"Flying
You, planeswalkers you control, and other creatures you control have hexproof.
{4}{G}{G}: Put a +1/+1 counter on each creature you control.",4,Legendary Creature — Angel,,
Victor Adame Minguez,3,,{2}{R},"Valduk, Keeper of the Flame",3,0.25,uncommon,"At the beginning of combat on your turn, for each Aura and Equipment attached to Valduk, Keeper of the Flame, create a 3/1 red Elemental creature token with trample and haste. Exile those tokens at the beginning of the next end step.",2,Legendary Creature — Human Shaman,,
Victor Adame Minguez,3,,{1}{W}{W},Citywide Bust,,0.39,rare,Destroy all creatures with toughness 4 or greater.,,Sorcery,,
Victor Adame Minguez,4,,{3}{W},Collar the Culprit,,0.14,common,Destroy target creature with toughness 4 or greater.,,Instant,,
Victor Adame Minguez,4,,{U}{U}{R}{R},Crackling Drake,*,0.36,uncommon,"Flying
Crackling Drake's power is equal to the total number of instant and sorcery cards you own in exile and in your graveyard.
When Crackling Drake enters the battlefield, draw a card.",4,Creature — Drake,,
Victor Adame Minguez,5,,{3}{W}{W},Divine Visitation,,7.26,mythic,"If one or more creature tokens would be created under your control, that many 4/4 white Angel creature tokens with flying and vigilance are created instead.",,Enchantment,,
Victor Adame Minguez,7,,{5}{R}{R},Angrath's Marauders,4,0.38,rare,"If a source you control would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",4,Creature — Human Pirate,,
Victor Adame Minguez,2,,{1}{U},Daring Saboteur,2,0.38,rare,"{2}{U}: Daring Saboteur can't be blocked this turn.
Whenever Daring Saboteur deals combat damage to a player, you may draw a card. If you do, discard a card.",1,Creature — Human Pirate,,
Victor Adame Minguez,4,,{3}{G},Emperor's Vanguard,4,0.33,rare,"Whenever Emperor's Vanguard deals combat damage to a player, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",3,Creature — Human Scout,,
Victor Adame Minguez,5,,{3}{U}{U},Spell Swindle,,0.99,rare,"Counter target spell. Create X Treasure tokens, where X is that spell's converted mana cost. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",,Instant,,
Victor Adame Minguez,4,4,{2}{W}{W},"Ajani, Adversary of Tyrants",,8.98,mythic,"[+1]: Put a +1/+1 counter on each of up to two target creatures.
[−2]: Return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.
[−7]: You get an emblem with ""At the beginning of your end step, create three 1/1 white Cat creature tokens with lifelink.""",,Legendary Planeswalker — Ajani,,
Victor Adame Minguez,1,,{W},Isolate,,0.44,rare,Exile target permanent with converted mana cost 1.,,Instant,,
Victor Adame Minguez,3,,{2}{W},Bring to Trial,,0.14,common,Exile target creature with power 4 or greater.,,Sorcery,,
Victor Adame Minguez,2,,{B}{R},Cult Guildmage,2,0.21,uncommon,"{3}{B}, {T}: Target player discards a card. Activate this ability only any time you could cast a sorcery.
{R}, {T}: Cult Guildmage deals 1 damage to target opponent or planeswalker.",2,Creature — Human Shaman,,
Victor Adame Minguez,2,,{W}{B},Final Payment,,0.15,common,"As an additional cost to cast this spell, pay 5 life or sacrifice a creature or enchantment.
Destroy target creature.",,Instant,,
Victor Adame Minguez,4,,{W}{W}{B}{B},Kaya's Wrath,,2.11,rare,Destroy all creatures. You gain life equal to the number of creatures you controlled that were destroyed this way.,,Sorcery,,
Victor Adame Minguez,5,,{1}{G}{U},Replicate,,0.49,rare,Create a token that's a copy of target creature you control.,,Sorcery,,
Victor Adame Minguez,5,,{G/U}{G/U},Repudiate,,0.49,rare,Counter target activated or triggered ability. (Mana abilities can't be targeted.),,Instant,,
