artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-21,rarity,text,toughness,type
Milivoj Ćeran,4,,{3}{W},Gideon's Company,3,0.4,uncommon,"Whenever you gain life, put two +1/+1 counters on Gideon's Company.
{3}{W}: Put a loyalty counter on target Gideon planeswalker.",3,Creature — Human Soldier
Mitchell Malloy,2,,{W}{W},Brought Back,,1.88,rare,Choose up to two target permanent cards in your graveyard that were put there from the battlefield this turn. Return them to the battlefield tapped.,,Instant
Mitchell Malloy,2,,{2},Marauder's Axe,,0.15,common,"Equipped creature gets +2/+0.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact — Equipment
Nablange,3,5,{2}{W/U},"Dovin, Hand of Control",,,uncommon,"Artifact, instant, and sorcery spells your opponents cast cost {1} more to cast.
[−1]: Until your next turn, prevent all damage that would be dealt to and dealt by target permanent an opponent controls.",,Legendary Planeswalker — Dovin
Naochika Morishita,4,5,{4},"Karn, the Great Creator",,,rare,"Activated abilities of artifacts your opponents control can't be activated.
[+1]: Until your next turn, up to one target noncreature artifact becomes an artifact creature with power and toughness each equal to its converted mana cost.
[−2]: You may choose an artifact card you own from outside the game or in exile, reveal that card, and put it into your hand.",,Legendary Planeswalker — Karn
Naochika Morishita,4,4,{2}{U}{R},"Ral, Storm Conduit",,,rare,"Whenever you cast or copy an instant or sorcery spell, Ral, Storm Conduit deals 1 damage to target opponent or planeswalker.
[+2]: Scry 1.
[−2]: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",,Legendary Planeswalker — Ral
Nicholas Gregory,6,,{5}{W},Loxodon Lifechanter,4,0.35,rare,"When Loxodon Lifechanter enters the battlefield, you may have your life total become the total toughness of creatures you control.
{5}{W}: Loxodon Lifechanter gets +X/+X until end of turn, where X is your life total.",6,Creature — Elephant Cleric
Nils Hamm,4,,{3}{B},Bartizan Bats,3,1.83,common,Flying (This creature can't be blocked except by creatures with flying or reach.),1,Creature — Bat
Nils Hamm,4,,{2}{U}{U},Dungeon Geists,3,0.3,rare,"Flying
When Dungeon Geists enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Dungeon Geists.",3,Creature — Spirit
Nils Hamm,0,,,Plains,,0.16,common,({T}: Add {W}.),,Basic Land — Plains
Nils Hamm,3,,{2}{U},Warden of Evos Isle,2,0.21,uncommon,"Flying
Creature spells with flying you cast cost {1} less to cast.",2,Creature — Bird Wizard
Nils Hamm,2,,{1}{G},Paradise Druid,2,0.35,uncommon,"Paradise Druid has hexproof as long as it's untapped.(It can't be the target of spells or abilities your opponents control.)
{T}: Add one mana of any color.",1,Creature — Elf Druid
Noah Bradley,4,,{2}{G}{G},Leyline of Abundance,,2.5,rare,"If Leyline of Abundance is in your opening hand, you may begin the game with it on the battlefield.
Whenever you tap a creature for mana, add an additional {G}.
{6}{G}{G}: Put a +1/+1 counter on each creature you control.",,Enchantment
Noah Bradley,4,,{2}{U}{U},Leyline of Anticipation,,3.69,rare,"If Leyline of Anticipation is in your opening hand, you may begin the game with it on the battlefield.
You may cast spells as though they had flash.",,Enchantment
Noah Bradley,4,,{2}{R}{R},Leyline of Combustion,,1,rare,"If Leyline of Combustion is in your opening hand, you may begin the game with it on the battlefield.
Whenever you and/or at least one permanent you control becomes the target of a spell or ability an opponent controls, Leyline of Combustion deals 2 damage to that player.",,Enchantment
Noah Bradley,4,,{2}{W}{W},Leyline of Sanctity,,4.99,rare,"If Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield.
You have hexproof. (You can't be the target of spells or abilities your opponents control.)",,Enchantment
Noah Bradley,4,,{2}{B}{B},Leyline of the Void,,15,rare,"If Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield.
If a card would be put into an opponent's graveyard from anywhere, exile it instead.",,Enchantment
Noah Bradley,6,,{4}{U}{U},Commence the Endgame,,0.49,rare,"This spell can't be countered.
Draw two cards, then amass X, where X is the number of cards in your hand. (Put X +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Instant
Norikatsu Miyoshi,4,5,{2}{R/G}{R/G},"Samut, Tyrant Smasher",,,uncommon,"Creatures you control have haste.
[−1]: Target creature gets +2/+1 and gains haste until end of turn. Scry 1.",,Legendary Planeswalker — Samut
Norikatsu Miyoshi,4,5,{3}{W},The Wanderer,,,uncommon,"Prevent all noncombat damage that would be dealt to you and other permanents you control.
[−2]: Exile target creature with power 4 or greater.",,Legendary Planeswalker
Paul Scott Canavan,5,,{3}{R}{R},Chandra's Flame Wave,,1,rare,"Chandra's Flame Wave deals 2 damage to target player and each creature that player controls. Search your library and/or graveyard for a card named Chandra, Flame's Fury, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,Sorcery
Paul Scott Canavan,5,,{3}{W}{W},Goldmane Griffin,3,0.92,rare,"Flying, vigilance
When Goldmane Griffin enters the battlefield, you may search your library and/or graveyard for a card named Ajani, Inspiring Leader, reveal it, and put it into your hand. If you search your library this way, shuffle it.",2,Creature — Griffin
Pindurski,1,,{U},Hard Cover,,0.2,uncommon,"Enchant creature
Enchanted creature gets +0/+2 and has ""{T}: Draw a card, then discard a card.""",,Enchantment — Aura
Pindurski,4,,{2}{W}{U},Elite Guardmage,2,0.2,uncommon,"Flying
When Elite Guardmage enters the battlefield, you gain 3 life and draw a card.",3,Creature — Human Wizard
Piotr Dura,0,,,Temple of Mystery,,2.02,rare,"Temple of Mystery enters the battlefield tapped.
When Temple of Mystery enters the battlefield, scry 1.
{T}: Add {G} or {U}.",,Land
Piotr Dura,0,,,Temple of Triumph,,1.67,rare,"Temple of Triumph enters the battlefield tapped.
When Temple of Triumph enters the battlefield, scry 1.
{T}: Add {R} or {W}.",,Land
Piotr Dura,2,,{B}{R},Dreadhorde Butcher,1,1.06,rare,"Haste
Whenever Dreadhorde Butcher deals combat damage to a player or planeswalker, put a +1/+1 counter on Dreadhorde Butcher.
When Dreadhorde Butcher dies, it deals damage equal to its power to any target.",1,Creature — Zombie Warrior
Piotr Dura,3,,{2}{B},Shriekdiver,2,0.14,common,"Flying
{1}: Shriekdiver gains haste until end of turn.",1,Creature — Zombie Bird Warrior
Raita Kazama,3,3,{1}{R}{G},"Domri, Anarch of Bolas",,,rare,"Creatures you control get +1/+0.
[+1]: Add {R} or {G}. Creature spells you cast this turn can't be countered.
[−2]: Target creature you control fights target creature you don't control.",,Legendary Planeswalker — Domri
Ralph Horsley,2,,{1}{G},Steady Aim,,0.14,common,Untap target creature. It gets +1/+4 and gains reach until end of turn.,,Instant
Ralph Horsley,2,,{1}{U},Teferi's Time Twist,,0.15,common,"Exile target permanent you control. Return that card to the battlefield under its owner's control at the beginning of the next end step. If it enters the battlefield as a creature, it enters with an additional +1/+1 counter on it.",,Instant
Randy Gallegos,3,,{2}{U},Guildpact Informant,1,0.33,common,"Flying
Whenever Guildpact Informant deals combat damage to a player or planeswalker, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",1,Creature — Faerie Rogue
Randy Vargas,3,,{2}{U},Portal of Sanctuary,,0.23,uncommon,"{1}, {T}: Return target creature you control and each Aura attached to it to their owners' hands. Activate this ability only during your turn.",,Artifact
Randy Vargas,3,,{2}{B},Rotting Regisaur,7,3,rare,"At the beginning of your upkeep, discard a card.",6,Creature — Zombie Dinosaur
Randy Vargas,2,,{1}{G},Season of Growth,,0.29,uncommon,"Whenever a creature enters the battlefield under your control, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
Whenever you cast a spell that targets a creature you control, draw a card.",,Enchantment
Randy Vargas,4,,{3}{B},Skeleton Archer,3,1.99,common,"When Skeleton Archer enters the battlefield, it deals 1 damage to any target.",3,Creature — Skeleton Archer
Randy Vargas,2,,{1}{W},Take Vengeance,,1.99,common,Destroy target tapped creature.,,Sorcery
Randy Vargas,2,,{1}{U},Tale's End,,0.99,rare,"Counter target activated ability, triggered ability, or legendary spell.",,Instant
Randy Vargas,2,,{1}{G},Woodland Champion,2,0.21,uncommon,"Whenever one or more tokens enter the battlefield under your control, put that many +1/+1 counters on Woodland Champion.",2,Creature — Elf Scout
Randy Vargas,4,,{3}{U},Yarok's Wavecrasher,4,0.24,uncommon,"When Yarok's Wavecrasher enters the battlefield, return another creature you control to its owner's hand.",4,Creature — Elemental
Randy Vargas,2,,{1}{U},Erratic Visionary,1,0.15,common,"{1}{U}, {T}: Draw a card, then discard a card.",3,Creature — Human Wizard
Randy Vargas,2,,{G}{W},Huatli's Raptor,2,0.22,uncommon,"Vigilance
When Huatli's Raptor enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",3,Creature — Dinosaur
Randy Vargas,3,,{2}{G},Kraul Stinger,2,0.15,common,Deathtouch,2,Creature — Insect Assassin
Randy Vargas,2,,{U}{B},Soul Diviner,2,0.49,rare,"{T}, Remove a counter from an artifact, creature, land, or planeswalker you control: Draw a card.",3,Creature — Zombie Wizard
Raoul Vitale,4,,{3}{G},Wolfrider's Saddle,,0.2,uncommon,"When Wolfrider's Saddle enters the battlefield, create a 2/2 green Wolf creature token, then attach Wolfrider's Saddle to it.
Equipped creature gets +1/+1 and can't be blocked by more than one creature.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact — Equipment
Raoul Vitale,3,,{3},Mana Geode,,0.15,common,"When Mana Geode enters the battlefield, scry 1.
{T}: Add one mana of any color.",,Artifact
Raymond Swanland,3,3,{1}{R}{G},"Domri, Anarch of Bolas",,1.25,rare,"Creatures you control get +1/+0.
[+1]: Add {R} or {G}. Creature spells you cast this turn can't be countered.
[−2]: Target creature you control fights target creature you don't control.",,Legendary Planeswalker — Domri
Raymond Swanland,5,4,{U}{B}{B}{B}{R},"Nicol Bolas, Dragon-God",,13,mythic,"Nicol Bolas, Dragon-God has all loyalty abilities of all other planeswalkers on the battlefield.
[+1]: You draw a card. Each opponent exiles a card from their hand or a permanent they control.
[−3]: Destroy target creature or planeswalker.
[−8]: Each opponent who doesn't control a legendary creature or planeswalker loses the game.",,Legendary Planeswalker — Bolas
Raymond Swanland,5,,{W}{U}{B}{R}{G},Niv-Mizzet Reborn,6,2.29,mythic,"Flying
When Niv-Mizzet Reborn enters the battlefield, reveal the top ten cards of your library. For each color pair, choose a card that's exactly those colors from among them. Put the chosen cards into your hand and the rest on the bottom of your library in a random order.",6,Legendary Creature — Dragon Avatar
Richard Wright,0,,,Forest,,0.14,common,({T}: Add {G}.),,Basic Land — Forest
Richard Wright,0,,,Island,,0.12,common,({T}: Add {U}.),,Basic Land — Island
Richard Wright,0,,,Mountain,,0.14,common,({T}: Add {R}.),,Basic Land — Mountain
Richard Wright,0,,,Plains,,0.14,common,({T}: Add {W}.),,Basic Land — Plains
Richard Wright,0,,,Swamp,,0.14,common,({T}: Add {B}.),,Basic Land — Swamp
Robbie Trevino,5,,{3}{B}{B},Boneclad Necromancer,3,0.15,common,"When Boneclad Necromancer enters the battlefield, you may exile target creature card from a graveyard. If you do, create a 2/2 black Zombie creature token.",3,Creature — Human Wizard
Rudy Siswanto,3,,{2}{G},Ferocious Pup,0,0.15,common,"When Ferocious Pup enters the battlefield, create a 2/2 green Wolf creature token.",1,Creature — Wolf
Rudy Siswanto,2,,{U}{R},Lightning Stormkin,2,0.22,uncommon,"Flying
Haste (This creature can attack and {T} as soon as it comes under your control.)",2,Creature — Elemental Wizard
Rudy Siswanto,2,,{1}{U},Moat Piranhas,3,0.15,common,Defender (This creature can't attack.),3,Creature — Fish
Rudy Siswanto,4,,{3}{G},Prized Unicorn,2,2.2,common,All creatures able to block Prized Unicorn do so.,2,Creature — Unicorn
Ryan Pancoast,6,,{3}{U}{U}{U},"Atemsis, All-Seeing",4,0.36,rare,"Flying
{2}{U}, {T}: Draw two cards, then discard a card.
Whenever Atemsis, All-Seeing deals damage to an opponent, you may reveal your hand. If cards with at least six different converted mana costs are revealed this way, that player loses the game.",5,Legendary Creature — Sphinx
Ryan Pancoast,3,,{2}{G},Gift of Paradise,,0.15,common,"Enchant land
When Gift of Paradise enters the battlefield, you gain 3 life.
Enchanted land has ""{T}: Add two mana of any one color.""",,Enchantment — Aura
Ryan Pancoast,2,,{1}{G},Titanic Growth,,0.23,common,Target creature gets +4/+4 until end of turn.,,Instant
Ryan Pancoast,6,7,{4}{G}{G},"Arlinn, Voice of the Pack",,0.25,uncommon,"Each creature you control that's a Wolf or a Werewolf enters the battlefield with an additional +1/+1 counter on it.
[−2]: Create a 2/2 green Wolf creature token.",,Legendary Planeswalker — Arlinn
Ryan Pancoast,5,,{2}{G}{G}{W},"Tolsimir, Friend to Wolves",3,0.44,rare,"When Tolsimir, Friend to Wolves enters the battlefield, create Voja, Friend to Elves, a legendary 3/3 green and white Wolf creature token.
Whenever a Wolf enters the battlefield under your control, you gain 3 life and that creature fights up to one target creature you don't control.",3,Legendary Creature — Elf Scout
Ryan Yee,6,,{4}{U}{U},Riddlemaster Sphinx,5,0.99,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Riddlemaster Sphinx enters the battlefield, you may return target creature an opponent controls to its owner's hand.",5,Creature — Sphinx
Ryan Yee,1,,{W},Yoked Ox,0,0.15,common,,4,Creature — Ox
Ryan Yee,1,,{B},Price of Betrayal,,0.23,uncommon,"Remove up to five counters from target artifact, creature, planeswalker, or opponent.",,Sorcery
Ryan Yee,0,,{X},Ugin's Conjurant,0,0.2,uncommon,"Ugin's Conjurant enters the battlefield with X +1/+1 counters on it.
If damage would be dealt to Ugin's Conjurant while it has a +1/+1 counter on it, prevent that damage and remove that many +1/+1 counters from Ugin's Conjurant.",0,Creature — Spirit Monk
Ryota Murayama,4,5,{2}{B/G}{B/G},"Vraska, Swarm's Eminence",,,uncommon,"Whenever a creature you control with deathtouch deals damage to a player or planeswalker, put a +1/+1 counter on that creature.
[−2]: Create a 1/1 black Assassin creature token with deathtouch and ""Whenever this creature deals damage to a planeswalker, destroy that planeswalker.""",,Legendary Planeswalker — Vraska
Ryota-H,4,4,{2}{R}{R},"Chandra, Fire Artisan",,,rare,"Whenever one or more loyalty counters are removed from Chandra, Fire Artisan, she deals that much damage to target opponent or planeswalker.
[+1]: Exile the top card of your library. You may play it this turn.
[−7]: Exile the top seven cards of your library. You may play them this turn.",,Legendary Planeswalker — Chandra
Sam Burley,0,,,Blossoming Sands,,0.16,common,"Blossoming Sands enters the battlefield tapped.
When Blossoming Sands enters the battlefield, you gain 1 life.
{T}: Add {G} or {W}.",,Land
Sam Burley,0,,,Dismal Backwater,,0.16,common,"Dismal Backwater enters the battlefield tapped.
When Dismal Backwater enters the battlefield, you gain 1 life.
{T}: Add {U} or {B}.",,Land
Sam Burley,0,,,Mountain,,0.24,common,({T}: Add {R}.),,Basic Land — Mountain
Sam Rowan,4,,{3}{W},Ironclad Krovod,2,1.91,common,,5,Creature — Beast
Sam Rowan,4,,{3}{W},Ironclad Krovod,2,0.14,common,,5,Creature — Beast
Sansyu,4,5,{2}{B/R}{B/R},"Angrath, Captain of Chaos",,,uncommon,"Creatures you control have menace.
[−2]: Amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Legendary Planeswalker — Angrath
Sansyu,5,5,{3}{B}{B},"Ob Nixilis, the Hate-Twisted",,,uncommon,"Whenever an opponent draws a card, Ob Nixilis, the Hate-Twisted deals 1 damage to that player.
[−2]: Destroy target creature. Its controller draws two cards.",,Legendary Planeswalker — Nixilis
Sara Winters,6,,{4}{W}{W},Angelic Guardian,5,9.15,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever one or more creatures you control attack, they gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",5,Creature — Angel
Sara Winters,2,,{1}{B},Aid the Fallen,,0.15,common,"Choose one or both —
• Return target creature card from your graveyard to your hand.
• Return target planeswalker card from your graveyard to your hand.",,Sorcery
Sara Winters,2,,{G}{U},Merfolk Skydiver,1,0.21,uncommon,"Flying
When Merfolk Skydiver enters the battlefield, put a +1/+1 counter on target creature you control.
{3}{G}{U}: Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",1,Creature — Merfolk Mutant
Sara Winters,5,,{4}{W},Wanderer's Strike,,0.14,common,"Exile target creature, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",,Sorcery
Scott Chou,2,,{1}{U},Metropolis Sprite,1,0.15,common,"Flying
{U}: Metropolis Sprite gets +1/-1 until end of turn.",2,Creature — Faerie Rogue
Scott Chou,3,,{2}{G},Natural End,,0.15,common,Destroy target artifact or enchantment. You gain 3 life.,,Instant
Scott M. Fischer,3,,{2}{W},Rule of Law,,0.26,uncommon,Each player can't cast more than one spell each turn.,,Enchantment
Scott Murphy,2,,{1}{W},Ancestral Blade,,0.2,uncommon,"When Ancestral Blade enters the battlefield, create a 1/1 white Soldier creature token, then attach Ancestral Blade to it.
Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact — Equipment
Scott Murphy,4,,{3}{W},Imperial Outrider,1,6.02,common,,5,Creature — Human Knight
Scott Murphy,2,,{1}{W},Battlefield Promotion,,0.13,common,Put a +1/+1 counter on target creature. That creature gains first strike until end of turn. You gain 2 life.,,Instant
Seb McKinnon,4,,{3}{B},Agonizing Syphon,,0.15,common,Agonizing Syphon deals 3 damage to any target and you gain 3 life.,,Sorcery
Seb McKinnon,4,,{3}{B},Blood for Bones,,0.25,uncommon,"As an additional cost to cast this spell, sacrifice a creature.
Return a creature card from your graveyard to the battlefield, then return another creature card from your graveyard to your hand.",,Sorcery
Seb McKinnon,3,,{2}{B},Mind Rot,,0.15,common,Target player discards two cards.,,Sorcery
Seb McKinnon,1,,{B},Scheming Symmetry,,3.5,rare,"Choose two target players. Each of them searches their library for a card, then shuffles their library and puts that card on top of it.",,Sorcery
Seb McKinnon,3,,{2}{B},Unholy Indenture,,0.15,common,"Enchant creature
When enchanted creature dies, return that card to the battlefield under your control with a +1/+1 counter on it.",,Enchantment — Aura
Seb McKinnon,4,,{1}{B}{B}{G},Deathsprout,,0.25,uncommon,"Destroy target creature. Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",,Instant
Seb McKinnon,3,,{2}{B},Deliver Unto Evil,,0.47,rare,"Choose up to four target cards in your graveyard. If you control a Bolas planeswalker, return those cards to your hand. Otherwise, an opponent chooses two of them. Leave the chosen cards in your graveyard and put the rest into your hand.
Exile Deliver Unto Evil.",,Sorcery
Shishizaru,3,4,{1}{W}{U},"Teferi, Time Raveler",,,rare,"Each opponent can cast spells only any time they could cast a sorcery.
[+1]: Until your next turn, you may cast sorcery spells as though they had flash.
[−3]: Return up to one target artifact, creature, or enchantment to its owner's hand. Draw a card.",,Legendary Planeswalker — Teferi
Sidharth Chaturvedi,6,,{4}{B}{B},Bloodsoaked Altar,,0.2,uncommon,"{T}, Pay 2 life, Discard a card, Sacrifice a creature: Create a 5/5 black Demon creature token with flying. Activate this ability only any time you could cast a sorcery.",,Artifact
Sidharth Chaturvedi,4,,{2}{R}{R},Engulfing Eruption,,0.78,common,Engulfing Eruption deals 5 damage to target creature.,,Sorcery
Sidharth Chaturvedi,2,,{1}{W},Ajani's Pridemate,2,0.2,uncommon,"Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.",2,Creature — Cat Soldier
Sidharth Chaturvedi,3,,{2}{R},Blindblast,,0.14,common,"Blindblast deals 1 damage to target creature. That creature can't block this turn.
Draw a card.",,Instant
Sidharth Chaturvedi,2,,{1}{W},Pouncing Lynx,2,0.14,common,"As long as it's your turn, Pouncing Lynx has first strike.",1,Creature — Cat
Sidharth Chaturvedi,3,,{2}{W},Topple the Statue,,0.14,common,"Tap target permanent. If it's an artifact, destroy it.
Draw a card.",,Instant
Simon Dominic,3,,{2}{G},Evolution Sage,3,0.8,uncommon,"Whenever a land enters the battlefield under your control, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",2,Creature — Elf Druid
Slawomir Maniak,4,5,{2}{B/R}{B/R},"Angrath, Captain of Chaos",,0.25,uncommon,"Creatures you control have menace.
[−2]: Amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Legendary Planeswalker — Angrath
Slawomir Maniak,2,,{W}{B},Despark,,0.5,uncommon,Exile target permanent with converted mana cost 4 or greater.,,Instant
Slawomir Maniak,5,,{4}{W},Ignite the Beacon,,0.39,rare,"Search your library for up to two planeswalker cards, reveal them, put them into your hand, then shuffle your library.",,Instant
Stanton Feng,2,,{1}{B},Dreadhorde Invasion,,2,rare,"At the beginning of your upkeep, you lose 1 life and amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Whenever a Zombie token you control with power 6 or greater attacks, it gains lifelink until end of turn.",,Enchantment
Stanton Feng,2,,{X}{W}{W},Finale of Glory,,1.99,mythic,"Create X 2/2 white Soldier creature tokens with vigilance. If X is 10 or more, also create X 4/4 white Angel creature tokens with flying and vigilance.",,Sorcery
Stanton Feng,4,,{3}{U},Relentless Advance,,0.14,common,"Amass 3. (Put three +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Sorcery
Steve Prescott,2,,{R}{R},Ember Hauler,2,0.24,uncommon,"{1}, Sacrifice Ember Hauler: It deals 2 damage to any target.",2,Creature — Goblin
Steve Prescott,2,,{1}{U},Zephyr Charge,,0.15,common,{1}{U}: Target creature gains flying until end of turn.,,Enchantment
Steve Prescott,2,,{1}{G},Kronch Wrangler,2,0.15,common,"Trample
Whenever a creature with power 4 or greater enters the battlefield under your control, put a +1/+1 counter on Kronch Wrangler.",1,Creature — Human Warrior
Steve Prescott,3,,{2}{R},Raging Kronch,4,0.15,common,Raging Kronch can't attack alone.,3,Creature — Beast
Steven Belledin,1,,{B},Duress,,0.15,common,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",,Sorcery
Steven Belledin,0,,,Evolving Wilds,,0.17,common,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",,Land
Steven Belledin,1,,{U},Faerie Miscreant,1,0.17,common,"Flying
When Faerie Miscreant enters the battlefield, if you control another creature named Faerie Miscreant, draw a card.",1,Creature — Faerie Rogue
Steven Belledin,0,,,Forest,,0.19,common,({T}: Add {G}.),,Basic Land — Forest
Steven Belledin,6,,{4}{U}{U},Frilled Sea Serpent,4,0.15,common,{5}{U}{U}: Frilled Sea Serpent can't be blocked this turn.,6,Creature — Serpent
Sung Choi,0,,,Cryptic Caves,,0.32,uncommon,"{T}: Add {C}.
{1}, {T}, Sacrifice Cryptic Caves: Draw a card. Activate this ability only if you control five or more lands.",,Land
Sung Choi,0,,,Gateway Plaza,,0.15,common,"Gateway Plaza enters the battlefield tapped.
When Gateway Plaza enters the battlefield, sacrifice it unless you pay {1}.
{T}: Add one mana of any color.",,Land — Gate
Sung Choi,3,,{1}{U}{R},Invade the City,,0.2,uncommon,"Amass X, where X is the number of instant and sorcery cards in your graveyard. (Put X +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Sorcery
Suzanne Helmigh,3,,{2}{R},Fearless Halberdier,3,0.25,common,,2,Creature — Human Warrior
Svetlin Velinov,3,,{2}{U},Befuddle,,0.15,common,"Target creature gets -4/-0 until end of turn.
Draw a card.",,Instant
Svetlin Velinov,4,,{3}{G},Bristling Boar,4,1.09,common,Bristling Boar can't be blocked by more than one creature.,3,Creature — Boar
Svetlin Velinov,2,,{1}{B},Dark Remedy,,0.35,common,Target creature gets +1/+3 until end of turn.,,Instant
Svetlin Velinov,2,,{1}{G},Growth Cycle,,0.15,common,Target creature gets +3/+3 until end of turn. It gets an additional +2/+2 until end of turn for each card named Growth Cycle in your graveyard.,,Instant
Svetlin Velinov,2,,{1}{R},Pack Mastiff,2,0.15,common,{1}{R}: Each creature you control named Pack Mastiff gets +1/+0 until end of turn.,2,Creature — Hound
Svetlin Velinov,5,,{3}{R}{R},Pyroclastic Elemental,5,0.33,uncommon,{1}{R}{R}: Pyroclastic Elemental deals 1 damage to target player.,4,Creature — Elemental
Svetlin Velinov,3,,{2}{U},Sage's Row Denizen,2,0.15,common,"Whenever another blue creature enters the battlefield under your control, target player puts the top two cards of their library into their graveyard.",3,Creature — Vedalken Wizard
Svetlin Velinov,4,,{2}{R}{R},Wildfire Elemental,3,0.25,common,"Whenever an opponent is dealt noncombat damage, creatures you control get +1/+0 until end of turn.",3,Creature — Elemental
Svetlin Velinov,4,,{3}{R},Bolt Bend,,0.2,uncommon,"This spell costs {3} less to cast if you control a creature with power 4 or greater.
Change the target of target spell or ability with a single target.",,Instant
Svetlin Velinov,5,,{4}{G},Challenger Troll,6,0.2,uncommon,Each creature you control with power 4 or greater can't be blocked by more than one creature.,5,Creature — Troll
Svetlin Velinov,2,,{1}{G},Forced Landing,,0.14,common,Put target creature with flying on the bottom of its owner's library.,,Instant
Svetlin Velinov,6,,{4}{G}{G},Primordial Wurm,7,0.14,common,,6,Creature — Wurm
Svetlin Velinov,5,,{2}{G}{G}{U},"Roalesk, Apex Hybrid",4,1.75,mythic,"Flying, trample
When Roalesk, Apex Hybrid enters the battlefield, put two +1/+1 counters on another target creature you control.
When Roalesk dies, proliferate, then proliferate again. (Choose any number of permanents and/or players, then give each another counter of each kind already there. Then do it again.)",5,Legendary Creature — Human Mutant
Svetlin Velinov,5,,{2}{W}{W}{U},Time Wipe,,0.65,rare,"Return a creature you control to its owner's hand, then destroy all creatures.",,Sorcery
Svetlin Velinov,2,,{U}{B},Tyrant's Scorn,,0.3,uncommon,"Choose one —
• Destroy target creature with converted mana cost 3 or less.
• Return target creature to its owner's hand.",,Instant
Tada,3,4,{1}{W}{W},Gideon Blackblade,,,mythic,"As long as it's your turn, Gideon Blackblade is a 4/4 Human Soldier creature with indestructible that's still a planeswalker.
Prevent all damage that would be dealt to Gideon Blackblade during your turn.
[+1]: Up to one other target creature you control gains your choice of vigilance, lifelink, or indestructible until end of turn.
[−6]: Exile target nonland permanent.",,Legendary Planeswalker — Gideon
Titus Lunter,4,,{4},Mystic Forge,,1.85,rare,"You may look at the top card of your library any time.
You may cast the top card of your library if it's an artifact card or a colorless nonland card.
{T}, Pay 1 life: Exile the top card of your library.",,Artifact
Titus Lunter,0,,,Temple of Malady,,1.83,rare,"Temple of Malady enters the battlefield tapped.
When Temple of Malady enters the battlefield, scry 1.
{T}: Add {B} or {G}.",,Land
Titus Lunter,0,,,Forest,,0.11,common,({T}: Add {G}.),,Basic Land — Forest
Titus Lunter,0,,,Mountain,,0.17,common,({T}: Add {R}.),,Basic Land — Mountain
Titus Lunter,0,,,Swamp,,0.15,common,({T}: Add {B}.),,Basic Land — Swamp
Todd Lockwood,4,,{3}{U},Snapping Drake,3,1.81,common,Flying (This creature can't be blocked except by creatures with flying or reach.),2,Creature — Drake
Tomasz Jedruszek,2,,{1}{U},Aether Gust,,0.25,uncommon,Choose target spell or permanent that's red or green. Its owner puts it on the top or bottom of their library.,,Instant
Tomasz Jedruszek,5,,{3}{U}{U},Air Elemental,4,0.22,uncommon,Flying,4,Creature — Elemental
Tomasz Jedruszek,2,,{1}{R},Fry,,0.43,uncommon,"This spell can't be countered.
Fry deals 5 damage to target creature or planeswalker that's white or blue.",,Instant
Tomasz Jedruszek,2,,{1}{B},Noxious Grasp,,0.25,uncommon,Destroy target creature or planeswalker that's green or white. You gain 1 life.,,Instant
